index,courseCode,studyPeriod,academicYear,teacherId,assignedHours,courseInstance,Course code_y,reportedHours
1352,1272,2.0,2014-2015,19760524-0046,120.0,I-543,I-543,127.0
1353,1206,2.0,2014-2015,19570826-0012,240.0,I-544,I-544,234.0
1354,1206,2.0,2014-2015,19750722-0060,120.0,I-544,I-544,124.0
1355,1152,1.0,2014-2015,19690408-0009,260.0,I-545,I-545,261.0
1356,1152,1.0,2014-2015,19790717-0045,140.0,I-545,I-545,146.0
1357,1152,1.0,2014-2015,19920316-0107,100.0,I-545,I-545,92.0
1358,1090,2.0,2014-2015,19640414-0013,260.0,I-546,I-546,256.0
1359,1090,2.0,2014-2015,19780317-0052,100.0,I-546,I-546,120.0
1360,1090,2.0,2014-2015,19900211-0140,140.0,I-546,I-546,129.0
1361,1014,2.0,2014-2015,19570828-0008,260.0,I-547,I-547,249.0
1362,1014,2.0,2014-2015,19790708-0041,140.0,I-547,I-547,122.0
1363,1263,3.0,2015-2016,19600814-0002,240.0,I-548,I-548,260.0
1364,1263,3.0,2015-2016,19761024-0034,120.0,I-548,I-548,132.0
1365,1037,2.0,2015-2016,19690513-0015,260.0,I-549,I-549,248.0
1366,1037,2.0,2015-2016,19750220-0037,100.0,I-549,I-549,116.0
1367,1037,2.0,2015-2016,19921208-0097,140.0,I-549,I-549,144.0
1368,1081,4.0,2015-2016,19660630-0020,240.0,I-550,I-550,254.0
1369,1081,4.0,2015-2016,19751018-0039,100.0,I-550,I-550,91.0
1370,1080,2.0,2015-2016,19600529-0021,260.0,I-551,I-551,244.0
1371,1080,2.0,2015-2016,19750705-0033,140.0,I-551,I-551,153.0
1372,1080,2.0,2015-2016,19900801-0130,140.0,I-551,I-551,150.0
1373,1067,1.0,2015-2016,19601021-0018,280.0,I-552,I-552,285.0
1374,1067,1.0,2015-2016,19750102-0059,120.0,I-552,I-552,135.0
1375,1067,1.0,2015-2016,19921123-0108,140.0,I-552,I-552,125.0
1376,1012,1.0,2015-2016,19600905-0003,280.0,I-553,I-553,280.0
1377,1012,1.0,2015-2016,19761020-0044,120.0,I-553,I-553,124.0
1378,1012,1.0,2015-2016,19910817-0092,120.0,I-553,I-553,100.0
1379,1191,1.0,2015-2016,19580218-0007,240.0,I-554,I-554,245.0
1380,1191,1.0,2015-2016,19751018-0039,100.0,I-554,I-554,112.0
1381,1103,4.0,2015-2016,19640414-0013,240.0,I-555,I-555,237.0
1382,1103,4.0,2015-2016,19761009-0055,100.0,I-555,I-555,116.0
1383,1103,4.0,2015-2016,19920316-0107,140.0,I-555,I-555,127.0
1384,1055,4.0,2015-2016,19580515-0017,240.0,I-556,I-556,247.0
1385,1055,4.0,2015-2016,19790618-0048,140.0,I-556,I-556,152.0
1386,1051,1.0,2015-2016,19610620-0006,280.0,I-557,I-557,279.0
1387,1051,1.0,2015-2016,19750122-0056,120.0,I-557,I-557,119.0
1388,1051,1.0,2015-2016,19910421-0067,100.0,I-557,I-557,118.0
1389,1044,1.0,2015-2016,19640220-0029,280.0,I-558,I-558,268.0
1390,1044,1.0,2015-2016,19790426-0049,120.0,I-558,I-558,120.0
1391,1243,2.0,2016-2017,19680712-0028,260.0,I-559,I-559,270.0
1392,1243,2.0,2016-2017,19770224-0058,100.0,I-559,I-559,112.0
1393,1243,2.0,2016-2017,19910101-0133,120.0,I-559,I-559,108.0
1394,1273,1.0,2016-2017,19580515-0017,240.0,I-560,I-560,242.0
1395,1273,1.0,2016-2017,19781217-0053,100.0,I-560,I-560,87.0
1396,1211,4.0,2016-2017,19601021-0018,260.0,I-561,I-561,245.0
1397,1211,4.0,2016-2017,19750705-0033,140.0,I-561,I-561,148.0
1398,1211,4.0,2016-2017,19920122-0065,120.0,I-561,I-561,124.0
1399,1172,4.0,2016-2017,19690408-0009,260.0,I-562,I-562,257.0
1400,1172,4.0,2016-2017,19790717-0045,120.0,I-562,I-562,139.0
1401,1172,4.0,2016-2017,19910927-0128,100.0,I-562,I-562,94.0
1402,1134,2.0,2016-2017,19560705-0025,240.0,I-563,I-563,245.0
1403,1134,2.0,2016-2017,19761024-0034,140.0,I-563,I-563,156.0
1404,1134,2.0,2016-2017,19921218-0101,100.0,I-563,I-563,91.0
1405,1281,2.0,2016-2017,19630126-0001,240.0,I-564,I-564,225.0
1406,1281,2.0,2016-2017,19750417-0051,100.0,I-564,I-564,95.0
1407,1269,3.0,2016-2017,19630126-0001,240.0,I-565,I-565,245.0
1408,1269,3.0,2016-2017,19790702-0038,100.0,I-565,I-565,118.0
1409,1173,1.0,2016-2017,19560812-0016,260.0,I-566,I-566,277.0
1410,1173,1.0,2016-2017,19750705-0033,120.0,I-566,I-566,138.0
1411,1168,4.0,2016-2017,19620522-0023,280.0,I-567,I-567,290.0
1412,1168,4.0,2016-2017,19780317-0052,120.0,I-567,I-567,113.0
1413,1168,4.0,2016-2017,19910921-0136,120.0,I-567,I-567,110.0
1414,1152,2.0,2016-2017,19630126-0001,240.0,I-568,I-568,226.0
1415,1152,2.0,2016-2017,19750331-0036,100.0,I-568,I-568,91.0
1416,1078,3.0,2016-2017,19610623-0005,240.0,I-569,I-569,236.0
1417,1078,3.0,2016-2017,19750705-0033,100.0,I-569,I-569,117.0
1418,1078,3.0,2016-2017,19930228-0086,100.0,I-569,I-569,88.0
1419,1239,2.0,2017-2018,19601021-0018,240.0,I-570,I-570,259.0
1420,1239,2.0,2017-2018,19780317-0052,100.0,I-570,I-570,92.0
1421,1228,2.0,2017-2018,19600905-0003,260.0,I-571,I-571,263.0
1422,1228,2.0,2017-2018,19750906-0032,100.0,I-571,I-571,80.0
1423,1228,2.0,2017-2018,19920504-0093,120.0,I-571,I-571,110.0
1424,1184,2.0,2017-2018,19620424-0026,280.0,I-572,I-572,275.0
1425,1184,2.0,2017-2018,19751018-0039,140.0,I-572,I-572,148.0
1426,1184,2.0,2017-2018,19910404-0102,140.0,I-572,I-572,134.0
1427,1130,3.0,2017-2018,19620522-0023,280.0,I-573,I-573,278.0
1428,1130,3.0,2017-2018,19780815-0047,120.0,I-573,I-573,123.0
1429,1130,3.0,2017-2018,19901026-0111,140.0,I-573,I-573,144.0
1430,1112,1.0,2017-2018,19690513-0015,260.0,I-574,I-574,252.0
1431,1112,1.0,2017-2018,19781130-0054,120.0,I-574,I-574,133.0
1432,1028,2.0,2017-2018,19560612-0010,240.0,I-575,I-575,235.0
1433,1028,2.0,2017-2018,19751018-0039,100.0,I-575,I-575,113.0
1434,1028,2.0,2017-2018,19900119-0104,140.0,I-575,I-575,126.0
1435,1280,3.0,2017-2018,19630126-0001,280.0,I-576,I-576,293.0
1436,1280,3.0,2017-2018,19761020-0044,120.0,I-576,I-576,135.0
1437,1260,1.0,2017-2018,19690513-0015,260.0,I-577,I-577,273.0
1438,1260,1.0,2017-2018,19750722-0060,120.0,I-577,I-577,133.0
1439,1234,2.0,2017-2018,19561222-0030,260.0,I-578,I-578,241.0
1440,1234,2.0,2017-2018,19761020-0044,100.0,I-578,I-578,89.0
1441,1172,2.0,2017-2018,19610918-0027,240.0,I-579,I-579,231.0
1442,1172,2.0,2017-2018,19750722-0060,120.0,I-579,I-579,122.0
1443,1024,1.0,2017-2018,19690408-0009,240.0,I-580,I-580,230.0
1444,1024,1.0,2017-2018,19780602-0035,140.0,I-580,I-580,134.0
1445,1136,2.0,2018-2019,19600905-0003,260.0,I-581,I-581,251.0
1446,1136,2.0,2018-2019,19780815-0047,140.0,I-581,I-581,127.0
1447,1136,2.0,2018-2019,19930829-0082,120.0,I-581,I-581,139.0
1448,1127,3.0,2018-2019,19560812-0016,260.0,I-582,I-582,257.0
1449,1127,3.0,2018-2019,19761020-0044,120.0,I-582,I-582,122.0
1450,1127,3.0,2018-2019,19900119-0104,100.0,I-582,I-582,113.0
1451,1230,4.0,2018-2019,19560705-0025,280.0,I-583,I-583,279.0
1452,1230,4.0,2018-2019,19761009-0055,100.0,I-583,I-583,89.0
1453,1112,4.0,2018-2019,19690513-0015,280.0,I-584,I-584,294.0
1454,1112,4.0,2018-2019,19750705-0033,100.0,I-584,I-584,86.0
1455,1112,4.0,2018-2019,19931226-0118,100.0,I-584,I-584,108.0
1456,1034,4.0,2018-2019,19601021-0018,240.0,I-585,I-585,233.0
1457,1034,4.0,2018-2019,19761009-0055,140.0,I-585,I-585,159.0
1458,1271,3.0,2018-2019,19600529-0021,260.0,I-586,I-586,247.0
1459,1271,3.0,2018-2019,19750512-0043,140.0,I-586,I-586,145.0
1460,1195,2.0,2018-2019,19570826-0012,240.0,I-587,I-587,223.0
1461,1195,2.0,2018-2019,19750512-0043,120.0,I-587,I-587,133.0
1462,1179,2.0,2018-2019,19560705-0025,280.0,I-588,I-588,280.0
1463,1179,2.0,2018-2019,19781217-0053,120.0,I-588,I-588,106.0
1464,1179,2.0,2018-2019,19931212-0079,120.0,I-588,I-588,106.0
1465,1174,1.0,2018-2019,19560612-0010,240.0,I-589,I-589,233.0
1466,1174,1.0,2018-2019,19750705-0033,140.0,I-589,I-589,133.0
1467,1092,2.0,2018-2019,19620831-0024,240.0,I-590,I-590,255.0
1468,1092,2.0,2018-2019,19780815-0047,120.0,I-590,I-590,103.0
1469,1264,4.0,2019-2020,19600529-0021,280.0,I-591,I-591,261.0
1470,1264,4.0,2019-2020,19770224-0058,120.0,I-591,I-591,115.0
1471,1264,4.0,2019-2020,19910927-0128,140.0,I-591,I-591,155.0
1472,1229,1.0,2019-2020,19610918-0027,260.0,I-592,I-592,265.0
1473,1229,1.0,2019-2020,19790702-0038,100.0,I-592,I-592,92.0
1474,1229,1.0,2019-2020,19900902-0114,120.0,I-592,I-592,139.0
1475,1261,4.0,2019-2020,19680712-0028,280.0,I-593,I-593,298.0
1476,1261,4.0,2019-2020,19780815-0047,100.0,I-593,I-593,99.0
1477,1261,4.0,2019-2020,19900701-0113,120.0,I-593,I-593,119.0
1478,1233,1.0,2019-2020,19611219-0014,240.0,I-594,I-594,220.0
1479,1233,1.0,2019-2020,19750906-0032,140.0,I-594,I-594,141.0
1480,1233,1.0,2019-2020,19900616-0124,140.0,I-594,I-594,153.0
1481,1225,3.0,2019-2020,19570828-0008,280.0,I-595,I-595,268.0
1482,1225,3.0,2019-2020,19750331-0036,120.0,I-595,I-595,130.0
1483,1225,3.0,2019-2020,19910101-0133,100.0,I-595,I-595,81.0
1484,1033,4.0,2019-2020,19570826-0012,260.0,I-596,I-596,269.0
1485,1033,4.0,2019-2020,19750512-0043,100.0,I-596,I-596,88.0
1486,1033,4.0,2019-2020,19910404-0102,120.0,I-596,I-596,114.0
1487,1223,3.0,2019-2020,19600814-0002,280.0,I-597,I-597,274.0
1488,1223,3.0,2019-2020,19790618-0048,100.0,I-597,I-597,100.0
1489,1078,3.0,2019-2020,19600905-0003,260.0,I-598,I-598,244.0
1490,1078,3.0,2019-2020,19750102-0059,140.0,I-598,I-598,126.0
1491,1050,3.0,2019-2020,19570826-0012,280.0,I-599,I-599,288.0
1492,1050,3.0,2019-2020,19780602-0035,140.0,I-599,I-599,131.0
1493,1036,4.0,2019-2020,19580515-0017,240.0,I-600,I-600,244.0
1494,1036,4.0,2019-2020,19750417-0051,120.0,I-600,I-600,116.0
1495,1036,4.0,2019-2020,19910101-0133,120.0,I-600,I-600,125.0
1496,1014,4.0,2019-2020,19600529-0021,240.0,I-601,I-601,232.0
1497,1014,4.0,2019-2020,19770713-0042,120.0,I-601,I-601,134.0
1498,1014,4.0,2019-2020,19910817-0092,120.0,I-601,I-601,116.0
1499,1275,3.0,2020-2021,19690513-0015,280.0,I-602,I-602,298.0
1500,1275,3.0,2020-2021,19750220-0037,140.0,I-602,I-602,129.0
1501,1275,3.0,2020-2021,19920504-0093,140.0,I-602,I-602,121.0
1502,1178,2.0,2020-2021,19640220-0029,280.0,I-603,I-603,299.0
1503,1178,2.0,2020-2021,19790618-0048,120.0,I-603,I-603,109.0
1504,1178,2.0,2020-2021,19910101-0133,140.0,I-603,I-603,145.0
1505,1083,3.0,2020-2021,19570826-0012,280.0,I-604,I-604,272.0
1506,1083,3.0,2020-2021,19761020-0044,120.0,I-604,I-604,117.0
1507,1083,3.0,2020-2021,19901029-0071,140.0,I-604,I-604,139.0
1508,1014,3.0,2020-2021,19570826-0012,280.0,I-605,I-605,260.0
1509,1014,3.0,2020-2021,19761020-0044,140.0,I-605,I-605,121.0
1510,1256,4.0,2020-2021,19570615-0011,240.0,I-606,I-606,245.0
1511,1256,4.0,2020-2021,19790702-0038,140.0,I-606,I-606,139.0
1512,1256,4.0,2020-2021,19930221-0139,120.0,I-606,I-606,120.0
1513,1242,3.0,2020-2021,19640414-0013,280.0,I-607,I-607,268.0
1514,1242,3.0,2020-2021,19780424-0057,140.0,I-607,I-607,145.0
1515,1213,4.0,2020-2021,19590129-0004,240.0,I-608,I-608,227.0
1516,1213,4.0,2020-2021,19790717-0045,100.0,I-608,I-608,96.0
1517,1165,4.0,2020-2021,19570615-0011,240.0,I-609,I-609,257.0
1518,1165,4.0,2020-2021,19780424-0057,120.0,I-609,I-609,124.0
1519,1085,3.0,2020-2021,19600529-0021,280.0,I-610,I-610,276.0
1520,1085,3.0,2020-2021,19750512-0043,100.0,I-610,I-610,115.0
1521,1085,3.0,2020-2021,19900701-0113,120.0,I-610,I-610,117.0
1522,1062,4.0,2020-2021,19640414-0013,240.0,I-611,I-611,260.0
1523,1062,4.0,2020-2021,19780815-0047,140.0,I-611,I-611,148.0
1524,1062,4.0,2020-2021,19930829-0082,100.0,I-611,I-611,87.0
1525,1095,4.0,2021-2022,19580218-0007,260.0,I-612,I-612,264.0
1526,1095,4.0,2021-2022,19761020-0044,100.0,I-612,I-612,116.0
1527,1095,4.0,2021-2022,19920602-0073,100.0,I-612,I-612,87.0
1528,1168,4.0,2021-2022,19590129-0004,280.0,I-613,I-613,266.0
1529,1168,4.0,2021-2022,19750102-0059,120.0,I-613,I-613,111.0
1530,1025,2.0,2021-2022,19580218-0007,260.0,I-614,I-614,277.0
1531,1025,2.0,2021-2022,19750906-0032,100.0,I-614,I-614,93.0
1532,1274,3.0,2021-2022,19680712-0028,280.0,I-615,I-615,285.0
1533,1274,3.0,2021-2022,19790618-0048,100.0,I-615,I-615,111.0
1534,1267,4.0,2021-2022,19690408-0009,280.0,I-616,I-616,287.0
1535,1267,4.0,2021-2022,19761009-0055,100.0,I-616,I-616,103.0
1536,1172,4.0,2021-2022,19630126-0001,240.0,I-617,I-617,236.0
1537,1172,4.0,2021-2022,19761009-0055,120.0,I-617,I-617,105.0
1538,1021,1.0,2021-2022,19620424-0026,260.0,I-618,I-618,270.0
1539,1021,1.0,2021-2022,19761024-0034,140.0,I-618,I-618,133.0
1540,1021,1.0,2021-2022,19910327-0096,140.0,I-618,I-618,151.0
1541,1018,1.0,2021-2022,19580218-0007,260.0,I-619,I-619,274.0
1542,1018,1.0,2021-2022,19790618-0048,100.0,I-619,I-619,86.0
1543,1085,4.0,2022-2023,19590129-0004,240.0,I-620,I-620,252.0
1544,1085,4.0,2022-2023,19750417-0051,120.0,I-620,I-620,118.0
1545,1254,1.0,2022-2023,19610918-0027,280.0,I-621,I-621,267.0
1546,1254,1.0,2022-2023,19761024-0034,100.0,I-621,I-621,108.0
1547,1230,3.0,2022-2023,19580515-0017,240.0,I-622,I-622,236.0
1548,1230,3.0,2022-2023,19781130-0054,100.0,I-622,I-622,112.0
1549,1174,1.0,2022-2023,19680712-0028,240.0,I-623,I-623,243.0
1550,1174,1.0,2022-2023,19750705-0033,120.0,I-623,I-623,133.0
1551,1261,4.0,2022-2023,19650303-0019,260.0,I-624,I-624,240.0
1552,1261,4.0,2022-2023,19750102-0059,140.0,I-624,I-624,123.0
1553,1261,4.0,2022-2023,19910403-0103,120.0,I-624,I-624,136.0
1554,1235,3.0,2022-2023,19690917-0022,280.0,I-625,I-625,286.0
1555,1235,3.0,2022-2023,19790618-0048,140.0,I-625,I-625,137.0
1556,1197,3.0,2022-2023,19640414-0013,260.0,I-626,I-626,272.0
1557,1197,3.0,2022-2023,19750722-0060,140.0,I-626,I-626,127.0
1558,1197,3.0,2022-2023,19910403-0103,100.0,I-626,I-626,83.0
1559,1187,1.0,2022-2023,19610918-0027,240.0,I-627,I-627,222.0
1560,1187,1.0,2022-2023,19780317-0052,120.0,I-627,I-627,114.0
1561,1024,1.0,2022-2023,19561222-0030,260.0,I-628,I-628,240.0
1562,1024,1.0,2022-2023,19780602-0035,140.0,I-628,I-628,145.0
1563,1024,1.0,2022-2023,19930616-0127,120.0,I-628,I-628,129.0
1564,1016,1.0,2022-2023,19620424-0026,280.0,I-629,I-629,283.0
1565,1016,1.0,2022-2023,19750102-0059,100.0,I-629,I-629,96.0
1566,1016,1.0,2022-2023,19910101-0133,140.0,I-629,I-629,124.0
1567,1138,4.0,2023-2024,19561222-0030,280.0,I-630,I-630,261.0
1568,1138,4.0,2023-2024,19760108-0050,100.0,I-630,I-630,103.0
1569,1138,4.0,2023-2024,19920505-0115,100.0,I-630,I-630,83.0
1570,1115,4.0,2023-2024,19690408-0009,240.0,I-631,I-631,236.0
1571,1115,4.0,2023-2024,19780602-0035,100.0,I-631,I-631,119.0
1572,1115,4.0,2023-2024,19910214-0084,120.0,I-631,I-631,119.0
1573,1242,1.0,2023-2024,19600529-0021,280.0,I-632,I-632,268.0
1574,1242,1.0,2023-2024,19761024-0034,100.0,I-632,I-632,84.0
1575,1242,1.0,2023-2024,19930616-0127,100.0,I-632,I-632,111.0
1576,1081,4.0,2023-2024,19690513-0015,280.0,I-633,I-633,291.0
1577,1081,4.0,2023-2024,19770713-0042,140.0,I-633,I-633,120.0
1578,1043,2.0,2023-2024,19610918-0027,280.0,I-634,I-634,296.0
1579,1043,2.0,2023-2024,19780424-0057,100.0,I-634,I-634,85.0
1580,1298,4.0,2023-2024,19601021-0018,280.0,I-635,I-635,263.0
1581,1298,4.0,2023-2024,19750705-0033,100.0,I-635,I-635,80.0
1582,1298,4.0,2023-2024,19910421-0067,120.0,I-635,I-635,119.0
1583,1278,4.0,2023-2024,19600529-0021,280.0,I-636,I-636,262.0
1584,1278,4.0,2023-2024,19750122-0056,140.0,I-636,I-636,156.0
1585,1263,4.0,2023-2024,19580515-0017,240.0,I-637,I-637,221.0
1586,1263,4.0,2023-2024,19770713-0042,100.0,I-637,I-637,120.0
1587,1263,4.0,2023-2024,19900902-0114,100.0,I-637,I-637,88.0
1588,1141,1.0,2023-2024,19561222-0030,260.0,I-638,I-638,278.0
1589,1141,1.0,2023-2024,19750122-0056,140.0,I-638,I-638,144.0
1590,1141,1.0,2023-2024,19910101-0133,140.0,I-638,I-638,153.0
1591,1118,2.0,2023-2024,19610623-0005,260.0,I-639,I-639,240.0
1592,1118,2.0,2023-2024,19750512-0043,100.0,I-639,I-639,102.0
1593,1118,2.0,2023-2024,19930829-0082,120.0,I-639,I-639,106.0
1594,1149,2.0,2013-2014,19690917-0022,280.0,I-640,I-640,281.0
1595,1149,2.0,2013-2014,19790426-0049,100.0,I-640,I-640,92.0
1596,1149,2.0,2013-2014,19901011-0119,140.0,I-640,I-640,135.0
1597,1147,3.0,2013-2014,19640414-0013,240.0,I-641,I-641,246.0
1598,1147,3.0,2013-2014,19780815-0047,120.0,I-641,I-641,113.0
1599,1187,1.0,2013-2014,19590129-0004,260.0,I-642,I-642,260.0
1600,1187,1.0,2013-2014,19790708-0041,100.0,I-642,I-642,89.0
1601,1179,2.0,2013-2014,19560705-0025,280.0,I-643,I-643,289.0
1602,1179,2.0,2013-2014,19780317-0052,120.0,I-643,I-643,118.0
1603,1179,2.0,2013-2014,19910822-0122,140.0,I-643,I-643,131.0
1604,1173,3.0,2013-2014,19610918-0027,240.0,I-644,I-644,231.0
1605,1173,3.0,2013-2014,19750705-0033,140.0,I-644,I-644,129.0
1606,1100,3.0,2013-2014,19610623-0005,260.0,I-645,I-645,274.0
1607,1100,3.0,2013-2014,19781217-0053,140.0,I-645,I-645,160.0
1608,1100,3.0,2013-2014,19900723-0126,120.0,I-645,I-645,113.0
1609,1253,2.0,2013-2014,19690513-0015,240.0,I-646,I-646,230.0
1610,1253,2.0,2013-2014,19781130-0054,140.0,I-646,I-646,158.0
1611,1253,2.0,2013-2014,19901011-0119,120.0,I-646,I-646,117.0
1612,1231,1.0,2013-2014,19610620-0006,280.0,I-647,I-647,287.0
1613,1231,1.0,2013-2014,19751018-0039,120.0,I-647,I-647,126.0
1614,1231,1.0,2013-2014,19900619-0076,120.0,I-647,I-647,108.0
1615,1202,3.0,2013-2014,19570615-0011,280.0,I-648,I-648,295.0
1616,1202,3.0,2013-2014,19790717-0045,120.0,I-648,I-648,123.0
1617,1202,3.0,2013-2014,19910421-0067,140.0,I-648,I-648,136.0
1618,1200,2.0,2013-2014,19570826-0012,260.0,I-649,I-649,243.0
1619,1200,2.0,2013-2014,19750705-0033,100.0,I-649,I-649,116.0
1620,1181,4.0,2013-2014,19611219-0014,260.0,I-650,I-650,257.0
1621,1181,4.0,2013-2014,19781217-0053,120.0,I-650,I-650,133.0
1622,1181,4.0,2013-2014,19930508-0061,120.0,I-650,I-650,100.0
1623,1091,1.0,2013-2014,19560812-0016,260.0,I-651,I-651,248.0
1624,1091,1.0,2013-2014,19790708-0041,120.0,I-651,I-651,102.0
1625,1091,1.0,2013-2014,19900426-0089,120.0,I-651,I-651,103.0
1626,1158,3.0,2014-2015,19590129-0004,260.0,I-652,I-652,243.0
1627,1158,3.0,2014-2015,19780317-0052,140.0,I-652,I-652,131.0
1628,1037,4.0,2014-2015,19560612-0010,280.0,I-653,I-653,297.0
1629,1037,4.0,2014-2015,19781130-0054,140.0,I-653,I-653,129.0
1630,1037,4.0,2014-2015,19900902-0114,140.0,I-653,I-653,120.0
1631,1162,3.0,2014-2015,19580515-0017,280.0,I-654,I-654,286.0
1632,1162,3.0,2014-2015,19790702-0038,140.0,I-654,I-654,154.0
1633,1081,4.0,2014-2015,19570828-0008,240.0,I-655,I-655,244.0
1634,1081,4.0,2014-2015,19771013-0040,140.0,I-655,I-655,149.0
1635,1081,4.0,2014-2015,19930906-0110,100.0,I-655,I-655,86.0
1636,1075,1.0,2014-2015,19570615-0011,240.0,I-656,I-656,235.0
1637,1075,1.0,2014-2015,19750220-0037,100.0,I-656,I-656,88.0
1638,1075,1.0,2014-2015,19911116-0069,120.0,I-656,I-656,125.0
1639,1049,1.0,2014-2015,19620522-0023,260.0,I-657,I-657,273.0
1640,1049,1.0,2014-2015,19760108-0050,100.0,I-657,I-657,107.0
1641,1049,1.0,2014-2015,19930829-0082,100.0,I-657,I-657,99.0
1642,1263,4.0,2014-2015,19570615-0011,280.0,I-658,I-658,279.0
1643,1263,4.0,2014-2015,19780602-0035,100.0,I-658,I-658,117.0
1644,1263,4.0,2014-2015,19910327-0096,120.0,I-658,I-658,123.0
1645,1207,1.0,2014-2015,19640220-0029,260.0,I-659,I-659,249.0
1646,1207,1.0,2014-2015,19750705-0033,120.0,I-659,I-659,135.0
1647,1207,1.0,2014-2015,19920826-0088,100.0,I-659,I-659,115.0
1648,1108,3.0,2014-2015,19620522-0023,240.0,I-660,I-660,249.0
1649,1108,3.0,2014-2015,19790708-0041,100.0,I-660,I-660,86.0
1650,1108,3.0,2014-2015,19931231-0099,120.0,I-660,I-660,101.0
1651,1080,2.0,2014-2015,19580218-0007,280.0,I-661,I-661,280.0
1652,1080,2.0,2014-2015,19790618-0048,120.0,I-661,I-661,111.0
1653,1054,2.0,2014-2015,19560612-0010,280.0,I-662,I-662,269.0
1654,1054,2.0,2014-2015,19790717-0045,120.0,I-662,I-662,134.0
1655,1051,2.0,2014-2015,19570828-0008,280.0,I-663,I-663,268.0
1656,1051,2.0,2014-2015,19760524-0046,140.0,I-663,I-663,123.0
1657,1146,2.0,2015-2016,19650303-0019,280.0,I-664,I-664,262.0
1658,1146,2.0,2015-2016,19750102-0059,120.0,I-664,I-664,101.0
1659,1146,2.0,2015-2016,19920320-0121,100.0,I-664,I-664,114.0
1660,1246,2.0,2015-2016,19680712-0028,280.0,I-665,I-665,264.0
1661,1246,2.0,2015-2016,19790426-0049,140.0,I-665,I-665,146.0
1662,1246,2.0,2015-2016,19930508-0061,120.0,I-665,I-665,126.0
1663,1098,3.0,2015-2016,19620522-0023,280.0,I-666,I-666,268.0
1664,1098,3.0,2015-2016,19751018-0039,140.0,I-666,I-666,144.0
1665,1098,3.0,2015-2016,19920122-0065,120.0,I-666,I-666,107.0
1666,1097,2.0,2015-2016,19640414-0013,280.0,I-667,I-667,267.0
1667,1097,2.0,2015-2016,19790702-0038,100.0,I-667,I-667,98.0
1668,1097,2.0,2015-2016,19931226-0118,100.0,I-667,I-667,86.0
1669,1207,4.0,2015-2016,19570826-0012,240.0,I-668,I-668,243.0
1670,1207,4.0,2015-2016,19750102-0059,120.0,I-668,I-668,117.0
1671,1207,4.0,2015-2016,19910817-0092,140.0,I-668,I-668,126.0
1672,1206,1.0,2015-2016,19650303-0019,260.0,I-669,I-669,250.0
1673,1206,1.0,2015-2016,19750220-0037,100.0,I-669,I-669,109.0
1674,1206,1.0,2015-2016,19931231-0099,140.0,I-669,I-669,137.0
1675,1189,4.0,2015-2016,19610918-0027,240.0,I-670,I-670,242.0
1676,1189,4.0,2015-2016,19750102-0059,140.0,I-670,I-670,133.0
1677,1161,4.0,2015-2016,19601021-0018,280.0,I-671,I-671,282.0
1678,1161,4.0,2015-2016,19750122-0056,140.0,I-671,I-671,149.0
1679,1129,2.0,2015-2016,19620831-0024,280.0,I-672,I-672,261.0
1680,1129,2.0,2015-2016,19780317-0052,100.0,I-672,I-672,118.0
1681,1090,1.0,2015-2016,19600905-0003,260.0,I-673,I-673,268.0
1682,1090,1.0,2015-2016,19790717-0045,100.0,I-673,I-673,119.0
1683,1090,1.0,2015-2016,19920316-0107,140.0,I-673,I-673,127.0
1684,1209,2.0,2016-2017,19620522-0023,240.0,I-674,I-674,235.0
1685,1209,2.0,2016-2017,19761020-0044,120.0,I-674,I-674,101.0
1686,1209,2.0,2016-2017,19910421-0067,140.0,I-674,I-674,128.0
1687,1050,2.0,2016-2017,19620831-0024,240.0,I-675,I-675,247.0
1688,1050,2.0,2016-2017,19780815-0047,120.0,I-675,I-675,103.0
1689,1050,2.0,2016-2017,19900723-0126,120.0,I-675,I-675,103.0
1690,1240,4.0,2016-2017,19630126-0001,240.0,I-676,I-676,234.0
1691,1240,4.0,2016-2017,19781130-0054,120.0,I-676,I-676,124.0
1692,1240,4.0,2016-2017,19900321-0080,140.0,I-676,I-676,141.0
1693,1137,3.0,2016-2017,19570615-0011,240.0,I-677,I-677,234.0
1694,1137,3.0,2016-2017,19750722-0060,120.0,I-677,I-677,140.0
1695,1137,3.0,2016-2017,19900430-0112,140.0,I-677,I-677,145.0
1696,1134,1.0,2016-2017,19570826-0012,240.0,I-678,I-678,221.0
1697,1134,1.0,2016-2017,19790618-0048,120.0,I-678,I-678,122.0
1698,1039,3.0,2016-2017,19590129-0004,240.0,I-679,I-679,233.0
1699,1039,3.0,2016-2017,19760108-0050,140.0,I-679,I-679,141.0
1700,1039,3.0,2016-2017,19921201-0094,140.0,I-679,I-679,121.0
1701,1281,3.0,2016-2017,19561222-0030,280.0,I-680,I-680,297.0
1702,1281,3.0,2016-2017,19761020-0044,100.0,I-680,I-680,118.0
1703,1265,3.0,2016-2017,19640414-0013,280.0,I-681,I-681,276.0
1704,1265,3.0,2016-2017,19781217-0053,140.0,I-681,I-681,125.0
1705,1156,1.0,2016-2017,19560705-0025,280.0,I-682,I-682,286.0
1706,1156,1.0,2016-2017,19761020-0044,140.0,I-682,I-682,128.0
1707,1060,4.0,2016-2017,19690917-0022,240.0,I-683,I-683,245.0
1708,1060,4.0,2016-2017,19770224-0058,120.0,I-683,I-683,133.0
