courseCode,studyPeriod,academicYear,teacherID,assignedHours,courseInstance,reportedHours
1254,1.0,2022-2023,19761024-0034,100.0,I-621,108.0
1230,3.0,2022-2023,19580515-0017,240.0,I-622,236.0
1230,3.0,2022-2023,19781130-0054,100.0,I-622,112.0
1174,1.0,2022-2023,19680712-0028,240.0,I-623,243.0
1174,1.0,2022-2023,19750705-0033,120.0,I-623,133.0
1261,4.0,2022-2023,19650303-0019,260.0,I-624,240.0
1261,4.0,2022-2023,19750102-0059,140.0,I-624,123.0
1261,4.0,2022-2023,19910403-0103,120.0,I-624,136.0
1235,3.0,2022-2023,19690917-0022,280.0,I-625,286.0
1235,3.0,2022-2023,19790618-0048,140.0,I-625,137.0
1197,3.0,2022-2023,19640414-0013,260.0,I-626,272.0
1197,3.0,2022-2023,19750722-0060,140.0,I-626,127.0
1197,3.0,2022-2023,19910403-0103,100.0,I-626,83.0
1187,1.0,2022-2023,19610918-0027,240.0,I-627,222.0
1187,1.0,2022-2023,19780317-0052,120.0,I-627,114.0
1024,1.0,2022-2023,19561222-0030,260.0,I-628,240.0
1024,1.0,2022-2023,19780602-0035,140.0,I-628,145.0
1024,1.0,2022-2023,19930616-0127,120.0,I-628,129.0
1016,1.0,2022-2023,19620424-0026,280.0,I-629,283.0
1016,1.0,2022-2023,19750102-0059,100.0,I-629,96.0
1016,1.0,2022-2023,19910101-0133,140.0,I-629,124.0
1138,4.0,2023-2024,19561222-0030,280.0,I-630,261.0
1138,4.0,2023-2024,19760108-0050,100.0,I-630,103.0
1138,4.0,2023-2024,19920505-0115,100.0,I-630,83.0
1115,4.0,2023-2024,19690408-0009,240.0,I-631,236.0
1115,4.0,2023-2024,19780602-0035,100.0,I-631,119.0
1115,4.0,2023-2024,19910214-0084,120.0,I-631,119.0
1242,1.0,2023-2024,19600529-0021,280.0,I-632,268.0
1242,1.0,2023-2024,19761024-0034,100.0,I-632,84.0
1242,1.0,2023-2024,19930616-0127,100.0,I-632,111.0
1081,4.0,2023-2024,19690513-0015,280.0,I-633,291.0
1081,4.0,2023-2024,19770713-0042,140.0,I-633,120.0
1043,2.0,2023-2024,19610918-0027,280.0,I-634,296.0
1043,2.0,2023-2024,19780424-0057,100.0,I-634,85.0
1298,4.0,2023-2024,19601021-0018,280.0,I-635,263.0
1298,4.0,2023-2024,19750705-0033,100.0,I-635,80.0
1298,4.0,2023-2024,19910421-0067,120.0,I-635,119.0
1278,4.0,2023-2024,19600529-0021,280.0,I-636,262.0
1278,4.0,2023-2024,19750122-0056,140.0,I-636,156.0
1263,4.0,2023-2024,19580515-0017,240.0,I-637,221.0
1263,4.0,2023-2024,19770713-0042,100.0,I-637,120.0
1263,4.0,2023-2024,19900902-0114,100.0,I-637,88.0
1141,1.0,2023-2024,19561222-0030,260.0,I-638,278.0
1141,1.0,2023-2024,19750122-0056,140.0,I-638,144.0
1141,1.0,2023-2024,19910101-0133,140.0,I-638,153.0
1118,2.0,2023-2024,19610623-0005,260.0,I-639,240.0
1118,2.0,2023-2024,19750512-0043,100.0,I-639,102.0
1118,2.0,2023-2024,19930829-0082,120.0,I-639,106.0
1149,2.0,2013-2014,19690917-0022,280.0,I-640,281.0
1149,2.0,2013-2014,19790426-0049,100.0,I-640,92.0
1149,2.0,2013-2014,19901011-0119,140.0,I-640,135.0
1147,3.0,2013-2014,19640414-0013,240.0,I-641,246.0
1147,3.0,2013-2014,19780815-0047,120.0,I-641,113.0
1187,1.0,2013-2014,19590129-0004,260.0,I-642,260.0
1187,1.0,2013-2014,19790708-0041,100.0,I-642,89.0
1179,2.0,2013-2014,19560705-0025,280.0,I-643,289.0
1179,2.0,2013-2014,19780317-0052,120.0,I-643,118.0
1179,2.0,2013-2014,19910822-0122,140.0,I-643,131.0
1173,3.0,2013-2014,19610918-0027,240.0,I-644,231.0
1173,3.0,2013-2014,19750705-0033,140.0,I-644,129.0
1100,3.0,2013-2014,19610623-0005,260.0,I-645,274.0
1100,3.0,2013-2014,19781217-0053,140.0,I-645,160.0
1100,3.0,2013-2014,19900723-0126,120.0,I-645,113.0
1253,2.0,2013-2014,19690513-0015,240.0,I-646,230.0
1253,2.0,2013-2014,19781130-0054,140.0,I-646,158.0
1253,2.0,2013-2014,19901011-0119,120.0,I-646,117.0
1231,1.0,2013-2014,19610620-0006,280.0,I-647,287.0
1231,1.0,2013-2014,19751018-0039,120.0,I-647,126.0
1231,1.0,2013-2014,19900619-0076,120.0,I-647,108.0
1202,3.0,2013-2014,19570615-0011,280.0,I-648,295.0
1202,3.0,2013-2014,19790717-0045,120.0,I-648,123.0
1202,3.0,2013-2014,19910421-0067,140.0,I-648,136.0
1200,2.0,2013-2014,19570826-0012,260.0,I-649,243.0
1200,2.0,2013-2014,19750705-0033,100.0,I-649,116.0
1181,4.0,2013-2014,19611219-0014,260.0,I-650,257.0
1181,4.0,2013-2014,19781217-0053,120.0,I-650,133.0
1181,4.0,2013-2014,19930508-0061,120.0,I-650,100.0
1091,1.0,2013-2014,19560812-0016,260.0,I-651,248.0
1091,1.0,2013-2014,19790708-0041,120.0,I-651,102.0
1091,1.0,2013-2014,19900426-0089,120.0,I-651,103.0
1158,3.0,2014-2015,19590129-0004,260.0,I-652,243.0
1158,3.0,2014-2015,19780317-0052,140.0,I-652,131.0
1037,4.0,2014-2015,19560612-0010,280.0,I-653,297.0
1037,4.0,2014-2015,19781130-0054,140.0,I-653,129.0
1037,4.0,2014-2015,19900902-0114,140.0,I-653,120.0
1162,3.0,2014-2015,19580515-0017,280.0,I-654,286.0
1162,3.0,2014-2015,19790702-0038,140.0,I-654,154.0
1081,4.0,2014-2015,19570828-0008,240.0,I-655,244.0
1081,4.0,2014-2015,19771013-0040,140.0,I-655,149.0
1081,4.0,2014-2015,19930906-0110,100.0,I-655,86.0
1075,1.0,2014-2015,19570615-0011,240.0,I-656,235.0
1075,1.0,2014-2015,19750220-0037,100.0,I-656,88.0
1075,1.0,2014-2015,19911116-0069,120.0,I-656,125.0
1049,1.0,2014-2015,19620522-0023,260.0,I-657,273.0
1049,1.0,2014-2015,19760108-0050,100.0,I-657,107.0
1049,1.0,2014-2015,19930829-0082,100.0,I-657,99.0
1263,4.0,2014-2015,19570615-0011,280.0,I-658,279.0
1263,4.0,2014-2015,19780602-0035,100.0,I-658,117.0
1263,4.0,2014-2015,19910327-0096,120.0,I-658,123.0
1207,1.0,2014-2015,19640220-0029,260.0,I-659,249.0
1207,1.0,2014-2015,19750705-0033,120.0,I-659,135.0
1207,1.0,2014-2015,19920826-0088,100.0,I-659,115.0
1108,3.0,2014-2015,19620522-0023,240.0,I-660,249.0
1108,3.0,2014-2015,19790708-0041,100.0,I-660,86.0
1108,3.0,2014-2015,19931231-0099,120.0,I-660,101.0
1080,2.0,2014-2015,19580218-0007,280.0,I-661,280.0
1080,2.0,2014-2015,19790618-0048,120.0,I-661,111.0
1054,2.0,2014-2015,19560612-0010,280.0,I-662,269.0
1054,2.0,2014-2015,19790717-0045,120.0,I-662,134.0
1051,2.0,2014-2015,19570828-0008,280.0,I-663,268.0
1051,2.0,2014-2015,19760524-0046,140.0,I-663,123.0
1146,2.0,2015-2016,19650303-0019,280.0,I-664,262.0
1146,2.0,2015-2016,19750102-0059,120.0,I-664,101.0
1146,2.0,2015-2016,19920320-0121,100.0,I-664,114.0
1246,2.0,2015-2016,19680712-0028,280.0,I-665,264.0
1246,2.0,2015-2016,19790426-0049,140.0,I-665,146.0
1246,2.0,2015-2016,19930508-0061,120.0,I-665,126.0
1098,3.0,2015-2016,19620522-0023,280.0,I-666,268.0
1098,3.0,2015-2016,19751018-0039,140.0,I-666,144.0
1098,3.0,2015-2016,19920122-0065,120.0,I-666,107.0
1097,2.0,2015-2016,19640414-0013,280.0,I-667,267.0
1097,2.0,2015-2016,19790702-0038,100.0,I-667,98.0
1097,2.0,2015-2016,19931226-0118,100.0,I-667,86.0
1207,4.0,2015-2016,19570826-0012,240.0,I-668,243.0
1207,4.0,2015-2016,19750102-0059,120.0,I-668,117.0
1207,4.0,2015-2016,19910817-0092,140.0,I-668,126.0
1206,1.0,2015-2016,19650303-0019,260.0,I-669,250.0
1206,1.0,2015-2016,19750220-0037,100.0,I-669,109.0
1206,1.0,2015-2016,19931231-0099,140.0,I-669,137.0
1189,4.0,2015-2016,19610918-0027,240.0,I-670,242.0
1189,4.0,2015-2016,19750102-0059,140.0,I-670,133.0
1161,4.0,2015-2016,19601021-0018,280.0,I-671,282.0
1161,4.0,2015-2016,19750122-0056,140.0,I-671,149.0
1129,2.0,2015-2016,19620831-0024,280.0,I-672,261.0
1129,2.0,2015-2016,19780317-0052,100.0,I-672,118.0
1090,1.0,2015-2016,19600905-0003,260.0,I-673,268.0
1090,1.0,2015-2016,19790717-0045,100.0,I-673,119.0
1090,1.0,2015-2016,19920316-0107,140.0,I-673,127.0
1209,2.0,2016-2017,19620522-0023,240.0,I-674,235.0
1209,2.0,2016-2017,19761020-0044,120.0,I-674,101.0
1209,2.0,2016-2017,19910421-0067,140.0,I-674,128.0
1050,2.0,2016-2017,19620831-0024,240.0,I-675,247.0
1050,2.0,2016-2017,19780815-0047,120.0,I-675,103.0
1050,2.0,2016-2017,19900723-0126,120.0,I-675,103.0
1240,4.0,2016-2017,19630126-0001,240.0,I-676,234.0
1240,4.0,2016-2017,19781130-0054,120.0,I-676,124.0
1240,4.0,2016-2017,19900321-0080,140.0,I-676,141.0
1137,3.0,2016-2017,19570615-0011,240.0,I-677,234.0
1137,3.0,2016-2017,19750722-0060,120.0,I-677,140.0
1137,3.0,2016-2017,19900430-0112,140.0,I-677,145.0
1134,1.0,2016-2017,19570826-0012,240.0,I-678,221.0
1134,1.0,2016-2017,19790618-0048,120.0,I-678,122.0
1039,3.0,2016-2017,19590129-0004,240.0,I-679,233.0
1039,3.0,2016-2017,19760108-0050,140.0,I-679,141.0
1039,3.0,2016-2017,19921201-0094,140.0,I-679,121.0
1281,3.0,2016-2017,19561222-0030,280.0,I-680,297.0
1281,3.0,2016-2017,19761020-0044,100.0,I-680,118.0
1265,3.0,2016-2017,19640414-0013,280.0,I-681,276.0
1265,3.0,2016-2017,19781217-0053,140.0,I-681,125.0
1156,1.0,2016-2017,19560705-0025,280.0,I-682,286.0
1156,1.0,2016-2017,19761020-0044,140.0,I-682,128.0
1060,4.0,2016-2017,19690917-0022,240.0,I-683,245.0
1060,4.0,2016-2017,19770224-0058,120.0,I-683,133.0
1037,1.0,2016-2017,19690408-0009,280.0,I-684,286.0
1037,1.0,2016-2017,19750102-0059,140.0,I-684,127.0
1037,1.0,2016-2017,19920504-0093,140.0,I-684,122.0
1292,3.0,2017-2018,19560812-0016,240.0,I-685,225.0
1292,3.0,2017-2018,19761024-0034,120.0,I-685,120.0
1257,4.0,2017-2018,19560705-0025,260.0,I-686,249.0
1257,4.0,2017-2018,19781130-0054,100.0,I-686,117.0
1257,4.0,2017-2018,19910421-0067,100.0,I-686,82.0
1250,1.0,2017-2018,19601021-0018,280.0,I-687,274.0
1250,1.0,2017-2018,19790702-0038,120.0,I-687,129.0
1250,1.0,2017-2018,19900701-0113,100.0,I-687,87.0
1293,2.0,2017-2018,19600905-0003,240.0,I-688,231.0
1293,2.0,2017-2018,19750417-0051,100.0,I-688,115.0
1247,2.0,2017-2018,19620831-0024,260.0,I-689,254.0
1247,2.0,2017-2018,19780602-0035,100.0,I-689,111.0
1247,2.0,2017-2018,19900128-0095,140.0,I-689,150.0
1073,4.0,2017-2018,19570615-0011,260.0,I-690,264.0
1073,4.0,2017-2018,19751018-0039,100.0,I-690,106.0
1019,2.0,2017-2018,19620424-0026,260.0,I-691,259.0
1019,2.0,2017-2018,19790708-0041,140.0,I-691,158.0
1019,2.0,2017-2018,19901026-0111,100.0,I-691,104.0
1297,1.0,2018-2019,19600814-0002,260.0,I-692,262.0
1297,1.0,2018-2019,19750417-0051,140.0,I-692,132.0
1297,1.0,2018-2019,19910214-0084,100.0,I-692,99.0
1078,1.0,2018-2019,19560612-0010,260.0,I-693,249.0
1078,1.0,2018-2019,19750417-0051,120.0,I-693,116.0
1086,4.0,2018-2019,19690408-0009,280.0,I-694,272.0
1086,4.0,2018-2019,19750220-0037,140.0,I-694,148.0
1086,4.0,2018-2019,19900307-0105,140.0,I-694,134.0
1003,1.0,2018-2019,19620522-0023,260.0,I-695,243.0
1003,1.0,2018-2019,19790717-0045,100.0,I-695,96.0
1294,4.0,2018-2019,19690917-0022,260.0,I-696,240.0
1294,4.0,2018-2019,19780602-0035,140.0,I-696,142.0
1215,1.0,2018-2019,19570826-0012,280.0,I-697,276.0
1215,1.0,2018-2019,19761024-0034,100.0,I-697,107.0
1215,1.0,2018-2019,19920320-0121,140.0,I-697,159.0
1120,4.0,2018-2019,19620831-0024,260.0,I-698,280.0
1120,4.0,2018-2019,19790702-0038,140.0,I-698,127.0
1042,3.0,2018-2019,19560705-0025,280.0,I-699,295.0
1042,3.0,2018-2019,19781217-0053,120.0,I-699,111.0
1139,4.0,2019-2020,19601021-0018,280.0,I-700,275.0
1139,4.0,2019-2020,19760524-0046,100.0,I-700,102.0
1270,2.0,2019-2020,19630126-0001,260.0,I-701,260.0
1270,2.0,2019-2020,19770713-0042,120.0,I-701,122.0
1198,1.0,2019-2020,19650303-0019,240.0,I-702,259.0
1198,1.0,2019-2020,19750417-0051,100.0,I-702,91.0
1198,1.0,2019-2020,19900430-0112,140.0,I-702,135.0
1164,4.0,2019-2020,19690408-0009,240.0,I-703,224.0
1164,4.0,2019-2020,19750331-0036,120.0,I-703,109.0
1273,2.0,2019-2020,19610620-0006,240.0,I-704,257.0
1273,2.0,2019-2020,19761024-0034,140.0,I-704,143.0
1273,2.0,2019-2020,19930508-0061,120.0,I-704,117.0
1105,2.0,2019-2020,19620522-0023,260.0,I-705,242.0
1105,2.0,2019-2020,19780424-0057,140.0,I-705,121.0
1070,1.0,2019-2020,19570828-0008,260.0,I-706,256.0
1070,1.0,2019-2020,19750220-0037,120.0,I-706,129.0
1070,1.0,2019-2020,19901011-0119,120.0,I-706,107.0
1042,2.0,2019-2020,19600905-0003,240.0,I-707,234.0
1042,2.0,2019-2020,19780317-0052,100.0,I-707,104.0
1031,4.0,2019-2020,19610620-0006,280.0,I-708,267.0
1031,4.0,2019-2020,19781125-0031,120.0,I-708,134.0
1106,3.0,2020-2021,19630126-0001,260.0,I-709,251.0
1106,3.0,2020-2021,19781125-0031,140.0,I-709,134.0
1106,3.0,2020-2021,19900124-0064,100.0,I-709,85.0
1160,3.0,2020-2021,19610623-0005,240.0,I-710,220.0
1160,3.0,2020-2021,19750906-0032,120.0,I-710,100.0
1091,3.0,2020-2021,19600529-0021,280.0,I-711,266.0
1091,3.0,2020-2021,19790618-0048,140.0,I-711,129.0
1062,2.0,2020-2021,19601021-0018,280.0,I-712,276.0
1062,2.0,2020-2021,19751018-0039,120.0,I-712,100.0
1062,2.0,2020-2021,19931118-0062,140.0,I-712,157.0
1265,3.0,2020-2021,19620831-0024,260.0,I-713,240.0
1265,3.0,2020-2021,19750512-0043,120.0,I-713,127.0
1265,3.0,2020-2021,19900124-0064,140.0,I-713,129.0
1175,1.0,2020-2021,19610918-0027,260.0,I-714,263.0
1175,1.0,2020-2021,19790717-0045,100.0,I-714,107.0
1142,4.0,2020-2021,19600905-0003,240.0,I-715,226.0
1142,4.0,2020-2021,19780815-0047,100.0,I-715,95.0
1142,4.0,2020-2021,19920826-0088,100.0,I-715,103.0
1077,3.0,2020-2021,19690917-0022,240.0,I-716,236.0
1077,3.0,2020-2021,19761020-0044,120.0,I-716,139.0
1012,3.0,2020-2021,19561222-0030,240.0,I-717,254.0
1012,3.0,2020-2021,19761020-0044,140.0,I-717,132.0
1012,3.0,2020-2021,19930919-0137,100.0,I-717,100.0
1231,1.0,2021-2022,19620424-0026,240.0,I-718,258.0
1231,1.0,2021-2022,19790717-0045,100.0,I-718,96.0
1231,1.0,2021-2022,19900723-0126,140.0,I-718,156.0
1026,2.0,2021-2022,19650303-0019,260.0,I-719,271.0
1026,2.0,2021-2022,19780602-0035,140.0,I-719,139.0
1274,4.0,2021-2022,19560612-0010,240.0,I-720,260.0
1274,4.0,2021-2022,19760524-0046,120.0,I-720,134.0
1260,2.0,2021-2022,19630126-0001,240.0,I-721,246.0
1260,2.0,2021-2022,19750417-0051,140.0,I-721,157.0
1039,2.0,2021-2022,19640414-0013,240.0,I-722,228.0
1039,2.0,2021-2022,19750417-0051,120.0,I-722,110.0
1029,4.0,2021-2022,19620831-0024,280.0,I-723,294.0
1029,4.0,2021-2022,19750705-0033,100.0,I-723,104.0
1279,2.0,2021-2022,19690917-0022,240.0,I-724,226.0
1279,2.0,2021-2022,19751018-0039,100.0,I-724,116.0
1155,2.0,2021-2022,19610620-0006,280.0,I-725,270.0
1155,2.0,2021-2022,19780317-0052,120.0,I-725,138.0
1137,2.0,2021-2022,19620831-0024,240.0,I-726,254.0
1137,2.0,2021-2022,19790717-0045,140.0,I-726,134.0
1137,2.0,2021-2022,19920602-0073,100.0,I-726,102.0
1089,2.0,2021-2022,19620424-0026,260.0,I-727,276.0
1089,2.0,2021-2022,19761024-0034,120.0,I-727,107.0
1074,4.0,2021-2022,19690408-0009,260.0,I-728,264.0
1074,4.0,2021-2022,19750331-0036,120.0,I-728,109.0
1074,4.0,2021-2022,19900201-0074,140.0,I-728,140.0
1010,1.0,2021-2022,19610620-0006,240.0,I-729,255.0
1010,1.0,2021-2022,19771013-0040,140.0,I-729,160.0
1071,4.0,2022-2023,19570615-0011,280.0,I-730,281.0
1071,4.0,2022-2023,19780317-0052,120.0,I-730,115.0
1071,4.0,2022-2023,19910927-0128,120.0,I-730,133.0
1076,4.0,2022-2023,19640414-0013,240.0,I-731,239.0
1076,4.0,2022-2023,19761009-0055,100.0,I-731,84.0
1044,2.0,2022-2023,19690917-0022,260.0,I-732,271.0
1044,2.0,2022-2023,19750122-0056,100.0,I-732,105.0
1044,2.0,2022-2023,19900619-0076,120.0,I-732,123.0
1009,2.0,2022-2023,19601021-0018,280.0,I-733,293.0
1009,2.0,2022-2023,19750122-0056,140.0,I-733,128.0
1270,3.0,2022-2023,19570828-0008,260.0,I-734,256.0
1270,3.0,2022-2023,19750512-0043,140.0,I-734,132.0
1197,4.0,2022-2023,19630126-0001,280.0,I-735,269.0
1197,4.0,2022-2023,19750122-0056,120.0,I-735,118.0
1155,4.0,2022-2023,19601021-0018,240.0,I-736,220.0
1155,4.0,2022-2023,19750906-0032,100.0,I-736,113.0
1152,1.0,2022-2023,19600814-0002,260.0,I-737,280.0
1152,1.0,2022-2023,19790426-0049,120.0,I-737,113.0
1078,1.0,2022-2023,19640414-0013,280.0,I-738,260.0
1078,1.0,2022-2023,19770224-0058,140.0,I-738,150.0
1068,1.0,2023-2024,19601021-0018,240.0,I-739,233.0
1068,1.0,2023-2024,19761020-0044,140.0,I-739,126.0
1068,1.0,2023-2024,19900909-0123,140.0,I-739,129.0
1012,1.0,2023-2024,19690917-0022,240.0,I-740,230.0
1012,1.0,2023-2024,19750722-0060,140.0,I-740,130.0
1186,1.0,2023-2024,19570826-0012,260.0,I-741,266.0
1186,1.0,2023-2024,19770224-0058,100.0,I-741,101.0
1186,1.0,2023-2024,19920206-0072,120.0,I-741,123.0
1169,2.0,2023-2024,19611219-0014,260.0,I-742,280.0
1169,2.0,2023-2024,19750417-0051,100.0,I-742,120.0
1169,2.0,2023-2024,19930512-0117,140.0,I-742,147.0
1072,2.0,2023-2024,19570826-0012,240.0,I-743,254.0
1072,2.0,2023-2024,19750722-0060,100.0,I-743,102.0
1072,2.0,2023-2024,19931231-0099,140.0,I-743,133.0
1267,3.0,2023-2024,19580218-0007,280.0,I-744,300.0
1267,3.0,2023-2024,19790708-0041,100.0,I-744,98.0
1197,2.0,2023-2024,19600529-0021,280.0,I-745,300.0
1197,2.0,2023-2024,19750331-0036,100.0,I-745,113.0
1161,1.0,2023-2024,19570828-0008,240.0,I-746,256.0
1161,1.0,2023-2024,19771013-0040,100.0,I-746,87.0
1065,1.0,2023-2024,19680712-0028,240.0,I-747,227.0
1065,1.0,2023-2024,19790426-0049,140.0,I-747,143.0
1062,2.0,2023-2024,19570826-0012,280.0,I-748,268.0
1062,2.0,2023-2024,19750906-0032,120.0,I-748,111.0
1062,2.0,2023-2024,19900201-0074,120.0,I-748,110.0
1006,1.0,2023-2024,19570828-0008,240.0,I-749,242.0
1006,1.0,2023-2024,19750220-0037,140.0,I-749,150.0
1006,1.0,2023-2024,19931212-0079,100.0,I-749,99.0
1163,1.0,2013-2014,19600905-0003,240.0,I-750,223.0
1163,1.0,2013-2014,19790426-0049,120.0,I-750,124.0
1292,2.0,2013-2014,19630126-0001,260.0,I-751,249.0
1292,2.0,2013-2014,19761020-0044,120.0,I-751,108.0
1227,1.0,2013-2014,19630126-0001,240.0,I-752,243.0
1227,1.0,2013-2014,19760524-0046,120.0,I-752,136.0
1227,1.0,2013-2014,19920320-0121,140.0,I-752,127.0
1197,1.0,2013-2014,19600905-0003,280.0,I-753,278.0
1197,1.0,2013-2014,19751018-0039,120.0,I-753,136.0
1299,1.0,2013-2014,19680712-0028,280.0,I-754,260.0
1299,1.0,2013-2014,19780424-0057,120.0,I-754,126.0
1181,4.0,2013-2014,19660630-0020,260.0,I-755,262.0
1181,4.0,2013-2014,19751018-0039,120.0,I-755,117.0
1170,4.0,2013-2014,19580218-0007,240.0,I-756,245.0
1170,4.0,2013-2014,19750705-0033,140.0,I-756,159.0
1010,2.0,2013-2014,19640414-0013,260.0,I-757,272.0
1010,2.0,2013-2014,19771013-0040,140.0,I-757,158.0
1010,2.0,2013-2014,19930616-0127,140.0,I-757,153.0
1248,4.0,2014-2015,19570828-0008,280.0,I-758,291.0
1248,4.0,2014-2015,19750512-0043,100.0,I-758,115.0
1105,1.0,2014-2015,19600814-0002,260.0,I-759,245.0
1105,1.0,2014-2015,19781217-0053,120.0,I-759,104.0
1105,1.0,2014-2015,19901026-0111,100.0,I-759,118.0
1065,3.0,2014-2015,19600814-0002,280.0,I-760,288.0
1065,3.0,2014-2015,19790717-0045,120.0,I-760,106.0
1065,3.0,2014-2015,19931226-0118,140.0,I-760,141.0
1043,4.0,2014-2015,19600905-0003,240.0,I-761,256.0
1043,4.0,2014-2015,19781217-0053,100.0,I-761,84.0
1008,3.0,2014-2015,19600529-0021,240.0,I-762,242.0
1008,3.0,2014-2015,19761020-0044,140.0,I-762,121.0
1218,2.0,2014-2015,19680712-0028,240.0,I-763,250.0
1218,2.0,2014-2015,19760524-0046,120.0,I-763,117.0
1217,2.0,2014-2015,19610620-0006,280.0,I-764,288.0
1217,2.0,2014-2015,19750122-0056,140.0,I-764,148.0
1208,1.0,2014-2015,19580515-0017,240.0,I-765,228.0
1208,1.0,2014-2015,19790426-0049,120.0,I-765,123.0
1208,1.0,2014-2015,19910122-0077,100.0,I-765,102.0
1037,1.0,2014-2015,19570826-0012,280.0,I-766,291.0
1037,1.0,2014-2015,19780317-0052,120.0,I-766,135.0
1291,4.0,2015-2016,19600814-0002,240.0,I-767,229.0
1291,4.0,2015-2016,19750122-0056,140.0,I-767,125.0
1208,2.0,2015-2016,19680712-0028,240.0,I-768,224.0
1208,2.0,2015-2016,19750512-0043,140.0,I-768,146.0
1287,1.0,2015-2016,19610623-0005,260.0,I-769,256.0
1287,1.0,2015-2016,19780317-0052,100.0,I-769,100.0
1066,4.0,2015-2016,19680712-0028,280.0,I-770,275.0
1066,4.0,2015-2016,19781130-0054,140.0,I-770,150.0
1279,3.0,2015-2016,19690513-0015,280.0,I-771,285.0
1279,3.0,2015-2016,19790618-0048,140.0,I-771,120.0
1153,4.0,2015-2016,19600905-0003,240.0,I-772,222.0
1153,4.0,2015-2016,19750906-0032,140.0,I-772,146.0
1153,4.0,2015-2016,19900211-0140,100.0,I-772,111.0
1110,1.0,2015-2016,19610918-0027,240.0,I-773,251.0
1110,1.0,2015-2016,19781125-0031,120.0,I-773,109.0
1110,1.0,2015-2016,19900619-0076,140.0,I-773,142.0
1108,3.0,2015-2016,19610623-0005,280.0,I-774,266.0
1108,3.0,2015-2016,19750705-0033,120.0,I-774,134.0
1080,1.0,2015-2016,19620831-0024,240.0,I-775,221.0
1080,1.0,2015-2016,19790717-0045,140.0,I-775,126.0
1080,1.0,2015-2016,19901219-0125,140.0,I-775,150.0
1054,4.0,2015-2016,19580515-0017,240.0,I-776,245.0
1054,4.0,2015-2016,19760524-0046,120.0,I-776,127.0
1054,4.0,2015-2016,19911025-0091,100.0,I-776,102.0
1265,4.0,2016-2017,19570828-0008,280.0,I-777,296.0
1265,4.0,2016-2017,19780424-0057,100.0,I-777,105.0
1222,3.0,2016-2017,19640414-0013,280.0,I-778,293.0
1222,3.0,2016-2017,19750220-0037,100.0,I-778,96.0
1067,4.0,2016-2017,19660630-0020,260.0,I-779,277.0
1067,4.0,2016-2017,19750705-0033,120.0,I-779,117.0
1067,4.0,2016-2017,19910921-0136,120.0,I-779,105.0
1038,3.0,2016-2017,19580218-0007,260.0,I-780,278.0
1038,3.0,2016-2017,19780424-0057,100.0,I-780,113.0
1006,2.0,2016-2017,19560812-0016,260.0,I-781,279.0
1006,2.0,2016-2017,19780424-0057,100.0,I-781,84.0
1006,2.0,2016-2017,19931212-0079,140.0,I-781,123.0
1185,2.0,2016-2017,19561222-0030,240.0,I-782,254.0
1185,2.0,2016-2017,19750102-0059,140.0,I-782,153.0
1185,2.0,2016-2017,19910421-0067,100.0,I-782,111.0
1173,4.0,2016-2017,19561222-0030,240.0,I-783,233.0
1173,4.0,2016-2017,19770713-0042,100.0,I-783,101.0
1095,3.0,2016-2017,19601021-0018,280.0,I-784,261.0
1095,3.0,2016-2017,19750331-0036,140.0,I-784,122.0
1095,3.0,2016-2017,19900201-0074,100.0,I-784,86.0
1083,1.0,2016-2017,19600529-0021,280.0,I-785,274.0
1083,1.0,2016-2017,19790717-0045,100.0,I-785,109.0
1083,1.0,2016-2017,19900723-0126,100.0,I-785,113.0
1066,3.0,2016-2017,19620424-0026,280.0,I-786,273.0
1066,3.0,2016-2017,19761024-0034,140.0,I-786,152.0
1066,3.0,2016-2017,19920122-0065,100.0,I-786,94.0
1025,1.0,2016-2017,19611219-0014,240.0,I-787,251.0
1025,1.0,2016-2017,19750417-0051,100.0,I-787,106.0
1025,1.0,2016-2017,19910817-0092,140.0,I-787,136.0
1101,3.0,2017-2018,19650303-0019,280.0,I-788,260.0
1101,3.0,2017-2018,19770713-0042,120.0,I-788,123.0
1101,3.0,2017-2018,19910403-0103,140.0,I-788,132.0
1239,2.0,2017-2018,19561222-0030,280.0,I-789,280.0
1239,2.0,2017-2018,19750906-0032,120.0,I-789,103.0
1102,3.0,2017-2018,19640220-0029,240.0,I-790,240.0
1102,3.0,2017-2018,19770224-0058,140.0,I-790,132.0
1102,3.0,2017-2018,19920122-0065,100.0,I-790,103.0
1100,3.0,2017-2018,19610623-0005,280.0,I-791,264.0
1100,3.0,2017-2018,19761024-0034,120.0,I-791,124.0
1238,2.0,2017-2018,19601021-0018,260.0,I-792,278.0
1238,2.0,2017-2018,19760108-0050,140.0,I-792,159.0
1238,2.0,2017-2018,19920504-0093,140.0,I-792,137.0
1128,4.0,2017-2018,19610620-0006,240.0,I-793,226.0
1128,4.0,2017-2018,19770713-0042,140.0,I-793,159.0
1128,4.0,2017-2018,19930302-0135,100.0,I-793,109.0
1125,4.0,2017-2018,19600905-0003,280.0,I-794,291.0
1125,4.0,2017-2018,19790708-0041,120.0,I-794,132.0
1125,4.0,2017-2018,19910403-0131,140.0,I-794,139.0
1119,1.0,2017-2018,19630126-0001,240.0,I-795,233.0
1119,1.0,2017-2018,19781125-0031,140.0,I-795,142.0
1119,1.0,2017-2018,19910514-0068,100.0,I-795,115.0
